,LotFrontage,OverallQual,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
585,88,8,2006,339,408,2028,1,2,0,2,7,2,3,880,326,66,3,2006,369900
586,55,6,2000,177,0,838,1,1,0,2,5,0,1,275,0,0,5,2008,130000
587,74,5,1982,221,168,860,1,1,0,2,4,0,2,528,0,0,7,2009,137000
588,65,5,2003,569,113,1473,2,1,0,1,5,2,1,452,0,48,6,2009,143000
589,50,5,1960,8,742,779,0,1,0,2,4,0,1,308,0,0,8,2008,79500
590,64,7,2004,39,280,770,0,2,1,3,6,0,2,520,0,45,9,2008,185900
591,97,10,2008,341,384,1728,1,2,1,3,10,1,3,842,382,274,6,2009,451950
592,60,5,2003,437,0,816,1,1,0,2,4,0,2,816,0,0,6,2008,138000
593,0,6,2003,342,163,848,1,1,0,1,4,0,2,420,140,0,5,2009,140000
594,88,5,1975,8,924,924,0,1,0,3,5,0,1,280,0,0,4,2008,110000
595,69,8,2006,343,392,1826,1,2,0,3,7,1,3,758,180,75,8,2006,319000
596,60,6,1993,8,684,684,0,1,0,3,7,0,1,216,0,158,10,2006,114504
597,53,7,2007,8,1258,1402,0,0,2,2,7,1,3,648,120,16,2,2007,194201
598,80,5,1977,572,0,1647,1,2,0,3,7,1,2,621,0,0,3,2006,217500
599,24,6,1980,345,23,716,1,2,1,3,6,1,2,452,161,0,7,2008,151000
600,74,8,2005,169,512,1058,1,2,1,3,8,1,2,736,179,60,6,2006,275000
601,50,6,1950,8,780,780,0,1,1,3,6,1,1,544,0,162,12,2007,141000
602,80,8,1992,243,119,927,1,2,1,3,8,1,2,506,120,150,2,2006,220000
603,30,7,2005,8,600,600,0,2,1,2,4,0,2,480,0,172,6,2010,151000
604,88,7,2002,158,572,1494,1,2,0,3,6,1,2,530,192,36,9,2008,221000
605,85,7,1990,346,314,1186,0,2,1,3,7,3,2,486,0,42,10,2009,205000
606,82,5,1996,5,308,1040,1,1,0,3,6,0,2,576,168,0,11,2009,152000
607,78,5,2002,46,293,1112,1,3,0,3,8,0,1,230,103,0,8,2006,225000
608,78,8,1998,228,537,1940,0,2,1,4,10,2,2,380,0,0,9,2007,359100
609,61,4,1961,347,126,1029,1,1,0,3,5,0,1,261,64,0,4,2007,118500
610,0,9,2000,173,536,1476,1,2,1,3,8,2,3,736,253,142,5,2009,313000
611,0,6,1978,348,427,1032,0,2,0,3,6,1,2,564,0,0,7,2007,148000
612,0,8,2001,349,309,1299,1,2,1,3,7,1,2,531,160,122,11,2009,261500
613,70,5,2007,350,914,1120,0,1,0,3,6,0,0,0,0,30,12,2007,147000
614,21,4,1972,351,0,630,1,1,0,1,3,0,0,0,96,24,5,2010,75500
615,80,6,1963,34,173,1054,1,1,0,3,6,0,2,480,120,0,5,2010,137500
616,0,6,2003,352,326,807,1,2,1,3,7,1,2,393,100,75,6,2006,183200
617,59,6,1954,8,832,832,0,1,0,2,4,0,2,528,0,0,6,2008,105500
618,90,9,2007,540,1774,1828,0,2,0,3,9,1,3,774,0,108,7,2007,314813
619,85,8,2003,465,611,1482,1,2,1,4,10,2,3,749,168,0,8,2008,305000
620,45,3,1950,355,823,864,1,1,0,2,5,0,0,0,0,0,9,2008,67000
621,90,6,1997,232,384,1548,0,2,1,4,9,1,2,624,38,243,6,2008,240000
622,71,5,1977,123,420,980,0,1,0,3,6,0,2,484,192,0,7,2009,135000
623,0,6,2000,182,336,756,0,2,1,2,4,1,2,440,0,32,6,2007,168500
624,80,6,1972,261,485,1012,1,1,2,4,8,1,2,484,148,0,11,2006,165150
625,87,6,1962,8,1116,1116,0,1,1,3,5,0,2,440,0,0,2,2010,160000
626,0,5,1978,8,978,1422,0,1,0,3,6,1,1,286,0,0,8,2007,139900
627,80,6,1972,356,350,1520,1,1,0,3,7,2,1,364,0,0,3,2010,153000
628,70,5,1969,299,390,1040,0,1,2,5,9,2,2,504,335,0,9,2007,135000
629,82,6,1964,357,288,1350,1,1,1,3,6,0,2,520,176,0,6,2008,168500
630,50,5,1991,8,636,1089,0,1,0,3,8,0,1,240,0,0,6,2006,124000
631,34,8,2006,55,1530,1554,0,2,0,2,6,1,2,627,156,73,8,2007,209500
632,85,7,1977,137,564,1411,0,2,0,3,6,1,2,544,192,0,4,2009,82500
633,80,5,2005,358,108,1056,0,1,0,3,6,0,1,260,390,0,7,2007,139400
634,64,6,1980,244,0,1056,2,0,0,0,4,0,2,576,264,56,6,2010,144000
635,60,6,1995,426,1184,1440,0,2,0,8,14,0,0,0,0,110,3,2007,200000
636,51,2,1950,8,264,800,0,1,0,1,4,1,0,0,0,0,1,2009,60000
637,50,5,1954,8,811,811,0,2,0,3,7,0,1,256,0,0,11,2009,93000
638,67,5,1950,8,796,796,0,1,0,2,4,0,0,0,328,0,5,2008,85000
639,53,8,2006,359,366,1567,1,2,0,1,7,1,3,648,312,0,10,2006,264561
640,62,8,2004,386,300,1518,0,1,1,1,6,1,2,588,185,140,4,2008,274000
641,0,7,2001,360,319,1057,1,2,1,3,7,1,2,650,0,235,5,2007,226000
642,75,8,1995,544,542,2000,1,2,1,4,9,3,2,538,269,111,7,2009,345000
643,80,5,1969,361,0,780,0,2,1,4,7,0,2,462,208,0,4,2007,152000
644,85,9,2009,362,645,1766,1,2,1,2,7,1,3,478,195,130,10,2009,370878
645,0,6,1971,363,664,981,1,1,1,3,5,0,2,576,0,312,3,2007,143250
646,60,5,1950,8,0,1048,0,1,0,3,7,0,2,420,0,27,7,2008,98300
647,85,6,1953,444,594,1094,0,1,0,3,5,2,2,495,0,0,6,2008,155000
648,70,6,1966,8,756,1051,0,1,1,4,7,1,2,442,0,124,6,2010,155000
649,21,4,1970,365,0,630,1,1,0,1,3,0,0,0,0,0,12,2007,84500
650,65,7,2007,8,813,822,0,2,1,3,7,0,2,562,0,0,5,2008,205950
651,60,4,1950,8,755,755,1,1,0,4,7,1,1,296,120,0,10,2009,108000
652,70,7,1996,8,880,909,0,2,1,2,7,1,2,512,0,120,7,2009,191000
653,60,6,1995,8,756,756,0,1,0,3,7,0,1,216,57,0,6,2008,135000
654,91,8,1995,366,413,2113,1,2,1,2,7,1,3,839,236,46,8,2008,350000
655,21,6,1971,8,525,525,0,1,1,3,6,0,1,264,0,0,3,2010,88000
656,72,5,2006,367,247,1053,1,1,1,3,5,0,1,312,0,0,8,2008,145500
657,60,7,2000,8,776,851,0,1,1,3,6,1,1,270,0,0,2,2008,149000
658,78,6,1950,8,912,912,0,1,0,3,6,1,1,330,192,0,1,2010,97500
659,75,5,1999,323,849,1486,1,1,0,3,7,0,2,480,0,0,3,2009,167000
660,0,7,1976,8,793,1142,0,2,1,3,7,1,2,550,0,113,11,2007,197900
661,52,8,2005,368,88,1686,1,2,1,4,8,1,3,711,517,76,7,2009,402000
662,120,6,1968,8,1392,1392,1,1,0,2,5,2,2,576,0,0,7,2009,110000
663,90,4,1972,542,38,1181,1,2,0,3,6,0,2,588,0,0,4,2008,137500
664,49,8,2006,370,356,2097,1,1,1,1,8,1,3,1134,192,267,1,2006,423000
665,106,8,2000,8,1406,1454,0,2,1,3,7,1,2,504,188,124,11,2006,230500
666,0,6,1979,371,111,1465,0,2,1,3,7,1,2,596,0,265,8,2007,129000
667,65,6,1998,372,270,1679,1,2,0,3,7,1,2,575,224,42,10,2008,193500
668,0,5,1987,373,200,1437,1,1,1,3,6,1,2,576,304,0,11,2006,168000
669,80,4,1950,8,700,1180,0,1,0,2,5,1,1,252,0,0,7,2006,137500
670,64,6,2005,374,545,738,1,2,1,3,7,0,2,540,100,35,2,2009,173500
671,54,6,1950,483,121,697,1,2,0,3,6,0,1,300,147,0,7,2009,103600
672,0,6,1977,376,441,1208,1,1,1,3,6,1,2,546,198,42,6,2006,165000
673,110,6,2004,377,291,1839,1,2,0,3,7,2,2,416,0,87,6,2007,257500
674,80,6,1965,378,244,1136,1,1,0,3,5,1,1,384,426,0,7,2008,140000
675,24,6,1978,379,544,855,0,2,1,3,7,1,2,440,28,0,4,2009,148500
676,60,4,1950,8,1095,1095,1,2,0,4,8,0,3,779,0,0,5,2006,87000
677,52,5,2006,8,768,792,0,1,0,2,5,0,1,240,316,0,5,2009,109500
678,80,8,2008,8,2046,2046,0,2,1,3,7,1,3,834,322,82,7,2009,372500
679,0,5,1961,380,161,988,1,1,0,3,5,0,2,572,0,0,10,2007,128500
680,50,6,1980,613,261,923,0,2,0,2,5,1,1,264,80,0,5,2010,143000
681,55,5,2000,226,611,848,0,1,0,3,6,0,1,281,0,0,7,2009,159434
682,0,6,1997,382,288,1291,1,1,0,2,6,1,2,431,307,0,11,2008,173000
683,90,9,2002,516,567,1668,1,2,0,3,7,1,3,702,257,45,7,2007,285000
684,58,7,1998,8,1195,1195,0,2,1,4,7,0,2,486,0,81,6,2010,221000
685,0,7,1984,615,180,1190,1,2,0,3,6,1,2,577,219,0,9,2007,207500
686,84,7,2007,8,874,874,0,3,0,3,7,0,2,578,144,105,8,2007,227875
687,0,7,2004,384,312,551,0,2,1,2,4,0,2,480,0,60,3,2007,148800
688,60,8,2007,385,474,1419,1,2,0,2,7,1,2,567,140,0,10,2007,392000
689,61,6,2006,386,1342,1362,0,2,0,2,6,1,2,460,192,28,6,2007,194700
690,0,6,2004,155,151,848,1,1,0,1,3,1,2,420,149,0,5,2008,141000
691,104,10,1995,387,989,2444,0,3,1,4,10,2,3,832,382,50,1,2007,755000
692,42,7,1990,388,245,1238,1,2,1,4,9,2,2,628,320,27,4,2006,335000
693,60,5,1968,8,1073,1073,0,1,0,2,4,0,1,326,0,0,12,2006,108480
694,51,5,1950,8,927,1067,0,1,1,3,5,0,2,576,112,0,4,2009,141500
695,54,6,1987,389,92,1137,1,2,0,2,5,1,2,551,125,0,7,2006,176000
696,50,5,1950,420,0,616,0,1,0,2,4,0,1,205,0,0,6,2006,89000
697,57,5,1952,177,219,1148,0,1,0,2,6,0,1,308,0,0,9,2006,123500
698,65,5,2009,268,224,894,1,1,0,3,5,1,1,336,416,144,4,2010,138500
699,59,7,2004,297,1375,1391,0,2,0,2,5,0,2,530,156,158,7,2008,196000
700,85,8,2002,602,526,1800,1,2,0,3,7,1,3,765,270,78,5,2006,312500
701,80,7,1969,8,1164,1164,0,1,1,3,6,0,2,528,0,0,7,2006,140000
702,82,8,2006,8,1234,1264,0,2,1,4,10,1,3,666,324,100,7,2006,361919
703,76,5,1996,8,360,1032,0,2,0,4,8,1,2,672,344,0,5,2010,140000
704,70,7,2005,222,761,1484,1,2,0,3,7,0,2,606,0,35,5,2010,213000
705,70,4,1950,8,0,372,0,2,0,3,7,0,0,0,0,0,7,2010,55000
706,0,7,2002,307,424,1824,1,2,0,2,5,2,2,739,380,48,6,2007,302000
707,48,8,2006,390,461,1324,1,2,0,2,6,1,2,550,192,38,12,2009,254000
708,65,7,2007,8,728,728,0,2,1,3,8,1,2,400,100,24,7,2007,179540
709,0,5,1966,8,876,904,0,1,0,3,6,0,1,408,0,0,12,2008,109900
710,56,3,2003,8,270,729,0,1,0,2,5,0,0,0,0,0,7,2008,52000
711,66,4,1950,8,859,859,0,1,0,2,7,0,1,384,68,0,1,2010,102776
712,40,8,1989,376,461,1228,1,2,0,2,5,1,2,472,168,120,10,2008,189000
713,60,4,1970,243,171,960,1,1,0,3,6,0,2,576,0,288,5,2006,129000
714,0,6,2005,391,192,725,0,2,1,3,6,0,2,475,0,44,3,2010,130500
715,78,6,1974,8,1064,1350,0,2,0,3,7,1,2,478,0,0,8,2009,165000
716,60,7,1998,8,718,1576,0,1,1,3,8,0,2,704,0,48,7,2007,159500
717,80,5,2000,392,92,1178,0,1,1,3,5,1,2,439,224,0,11,2008,157000
718,96,7,1994,393,138,1325,1,2,1,3,9,1,3,983,250,154,8,2008,341000
719,69,5,1969,414,448,971,0,1,1,3,5,1,1,300,0,0,5,2006,128500
720,0,8,1985,395,594,1742,1,2,0,2,5,1,2,564,114,28,12,2006,275000
721,0,6,2004,365,186,848,1,1,0,1,3,0,2,420,160,0,5,2010,143000
722,70,4,1970,396,673,864,0,1,0,3,5,0,2,463,0,0,7,2009,124500
723,60,4,1972,8,941,997,0,2,0,4,7,0,1,548,0,0,5,2008,135000
724,86,9,2008,518,464,1698,1,2,0,3,8,1,3,768,327,64,2,2009,320000
725,60,4,1970,483,250,864,0,1,0,3,5,0,2,660,96,0,11,2009,120500
726,0,6,2007,399,72,1680,1,2,0,3,5,1,2,540,292,44,12,2009,222000
727,64,7,2007,400,508,1232,1,2,0,2,6,0,2,632,132,0,2,2009,194500
728,85,5,1958,8,1584,1776,1,2,0,4,9,0,3,888,0,25,7,2009,110000
729,52,4,1950,401,628,848,0,1,0,2,5,0,2,539,0,23,1,2009,103000
730,39,8,1996,402,415,1616,1,2,0,2,5,1,2,608,237,152,3,2010,236500
731,73,7,2003,241,82,1146,1,2,0,3,6,1,2,438,160,22,5,2007,187500
732,75,7,1999,403,901,1153,0,2,1,3,8,1,2,541,192,84,7,2008,222500
733,80,5,1983,337,270,1144,1,1,0,3,6,1,1,264,165,0,3,2009,131400
734,0,5,1968,8,948,948,0,1,0,3,6,0,1,300,147,0,5,2007,108000
735,60,7,1970,124,490,880,0,1,1,2,6,2,2,320,0,341,10,2006,163000
736,60,3,1950,8,0,1040,0,2,0,2,6,0,2,400,0,0,7,2006,93500
737,72,8,2005,8,893,901,0,2,1,3,8,1,3,800,0,116,6,2006,239900
738,60,5,1988,66,0,1200,3,3,0,3,5,0,0,0,120,0,3,2009,179000
739,65,7,2004,8,864,864,0,2,1,3,7,0,2,572,187,56,4,2009,190000
740,60,5,2002,8,264,768,0,2,0,2,7,0,2,360,270,0,5,2007,132000
741,65,6,1996,629,80,912,1,1,0,3,5,0,1,288,168,0,5,2008,142000
742,65,7,2001,8,1349,1349,0,2,0,3,6,0,2,539,120,55,12,2007,179000
743,70,5,1999,69,76,1464,0,2,0,3,6,1,2,480,302,0,10,2009,175000
744,41,8,1993,13,604,1337,1,2,0,2,5,1,2,462,96,0,10,2008,180000
745,0,8,1996,405,487,1175,0,3,1,4,11,2,2,831,0,204,7,2008,299800
746,0,7,2000,79,652,980,0,2,1,4,8,1,2,554,224,54,4,2009,236000
747,65,7,2003,8,1240,1320,0,1,1,4,8,1,4,864,181,0,5,2009,265979
748,59,7,1996,406,801,1720,1,2,0,3,7,1,2,527,240,56,3,2010,260400
749,50,4,1950,8,0,1088,0,2,0,4,9,0,1,240,92,0,4,2009,98000
750,55,4,2004,8,576,792,0,1,0,3,7,0,0,0,0,160,6,2010,96500
751,0,7,2003,8,660,660,0,2,1,3,6,0,2,400,0,48,8,2007,162000
752,79,6,1997,66,279,1494,1,2,0,3,6,0,2,576,168,27,7,2006,217000
753,80,8,2005,8,1030,1038,0,2,1,3,8,1,3,878,192,52,3,2006,275500
754,61,6,2005,407,115,1026,1,1,0,3,5,0,2,440,171,48,7,2009,156000
755,34,6,1999,613,348,742,0,2,1,3,6,0,2,440,0,24,3,2009,172500
756,68,8,2007,386,846,866,0,2,1,3,7,0,2,578,144,105,4,2009,212000
757,0,6,1978,409,234,672,0,2,1,3,6,1,2,440,335,0,4,2010,158900
758,24,7,1999,524,195,757,0,2,1,3,6,0,2,440,0,0,8,2008,179400
759,65,8,1995,313,1198,1328,0,2,1,4,9,1,3,752,222,98,11,2007,290000
760,70,6,1959,411,252,864,0,1,0,2,5,0,1,300,0,0,10,2009,127500
761,60,5,1950,86,740,1301,0,1,0,2,5,0,2,440,0,0,10,2009,100000
762,72,7,2009,55,732,764,0,2,1,3,7,0,2,614,169,45,6,2010,215200
763,82,8,1999,581,89,1268,1,2,1,3,8,1,3,856,0,128,7,2009,337000
764,30,8,1996,413,0,1494,1,1,1,2,6,1,2,481,0,30,4,2006,270000
765,75,9,2008,8,1498,1506,0,2,0,2,6,1,2,592,0,174,8,2008,264132
766,80,7,1988,414,586,980,0,2,1,3,7,1,2,496,228,66,3,2010,196500
767,75,6,1985,103,323,983,1,2,0,4,7,0,1,423,245,0,7,2008,160000
768,70,7,2005,55,1836,1836,0,2,0,3,8,1,2,484,120,33,10,2006,216837
769,47,8,2003,552,234,1690,1,3,1,4,12,1,3,841,503,36,6,2010,538000
770,0,5,1982,342,173,858,1,1,0,2,5,0,2,576,120,0,4,2009,134900
771,67,4,1951,459,0,1220,0,1,0,2,6,0,2,396,0,0,4,2006,102000
772,94,6,1976,416,480,1117,1,1,0,3,6,1,2,672,144,0,3,2010,107000
773,70,5,1958,31,456,912,0,1,0,2,5,0,1,275,0,0,7,2007,114500
774,110,8,2006,8,1935,1973,0,2,0,3,9,1,3,895,315,45,7,2007,395000
775,32,6,1998,321,338,1204,1,2,0,2,5,0,2,412,0,247,6,2009,162000
776,86,7,2006,386,1594,1614,0,2,0,3,7,0,3,865,144,59,7,2006,221500
777,100,5,1974,486,102,894,1,1,0,3,5,1,2,440,241,0,6,2006,142500
778,60,5,1977,8,0,2020,0,2,0,4,10,2,2,630,0,0,10,2007,144000
779,78,6,1977,418,0,1004,1,1,0,2,4,0,2,504,0,0,5,2006,135000
780,63,7,1996,8,1237,1253,0,2,0,3,6,1,2,402,220,21,6,2007,176000
781,65,6,1992,254,374,810,0,2,1,3,7,0,2,484,0,124,7,2006,175900
782,67,7,2002,8,1413,1430,0,2,0,3,6,0,2,605,0,33,6,2009,187100
783,0,5,1978,419,0,1110,1,1,0,1,4,1,2,602,303,30,7,2009,165500
784,35,6,2001,8,742,742,0,2,0,3,9,1,0,0,0,291,6,2008,128000
785,0,6,1967,420,491,1342,0,2,0,3,7,1,2,457,0,0,9,2009,161500
786,60,5,1950,421,0,966,1,2,0,4,7,0,1,416,0,0,6,2010,139000
787,76,7,2004,422,300,956,1,2,1,4,8,0,2,618,0,45,1,2010,233000
788,50,4,2000,8,901,901,0,1,0,2,4,0,1,281,0,0,8,2008,107900
789,0,6,2007,530,264,976,0,2,1,5,9,0,2,444,133,168,7,2007,187500
790,43,7,2006,297,1129,1145,0,2,0,2,5,1,2,397,100,16,9,2009,160200
791,0,6,1976,424,490,1062,1,1,0,3,5,2,2,539,120,0,5,2007,146800
792,92,7,1997,425,255,1127,1,2,1,3,8,1,2,455,180,130,6,2007,269790
793,76,8,2007,8,1496,1496,0,2,0,3,7,0,2,474,168,130,6,2007,225000
794,0,7,1996,8,712,1086,0,2,1,3,7,1,2,409,143,46,10,2008,194500
795,70,6,1981,8,650,888,0,2,1,3,7,1,2,476,0,50,4,2010,171000
796,71,6,1977,8,660,1285,0,1,1,3,7,1,2,528,138,0,4,2007,143500
797,57,5,1953,78,203,773,0,1,0,2,4,0,1,240,0,0,4,2008,110000
798,104,9,2009,8,1926,1966,0,3,1,4,11,2,3,820,144,78,7,2009,485000
799,60,5,1950,65,162,981,1,1,1,3,7,2,1,240,0,0,6,2007,175000
800,79,6,1997,245,154,616,1,2,1,4,8,0,2,603,403,114,5,2008,200000
801,40,4,1990,426,999,1196,1,1,0,2,5,0,2,440,0,0,7,2007,109900
802,63,7,2005,60,80,728,1,2,1,3,7,1,2,410,36,18,10,2008,189000
803,107,9,2009,8,1734,1734,0,3,1,4,12,1,3,1020,52,170,1,2009,582933
804,75,5,1954,515,124,1128,0,1,0,2,5,0,1,286,0,0,6,2006,118000
805,91,7,2008,8,1417,1428,0,2,0,3,6,0,2,554,0,60,7,2008,227680
806,75,5,1967,291,100,980,0,2,0,3,6,0,1,384,68,0,10,2006,135500
807,144,5,2004,589,15,1072,2,1,1,3,6,1,2,528,0,312,5,2009,223500
808,85,5,1966,571,380,1086,1,1,0,3,6,1,2,484,0,0,6,2006,159950
809,90,5,1965,8,849,1075,0,2,0,2,11,0,2,360,40,156,11,2009,106000
810,78,6,1999,428,0,1309,1,1,1,3,5,1,2,484,265,0,1,2006,181000
811,0,6,2004,365,186,848,1,1,0,1,4,1,2,420,140,0,6,2008,144500
812,66,5,1952,8,540,1044,0,1,0,2,4,0,2,504,0,0,6,2010,55993
813,75,6,1958,429,834,1442,0,1,1,4,7,0,1,301,0,0,4,2007,157900
814,45,5,1950,8,686,686,0,1,1,3,7,0,1,280,207,0,7,2006,116000
815,48,7,1998,8,1649,1661,0,2,0,3,6,0,2,598,0,34,5,2010,224900
816,0,5,1954,329,522,1008,0,1,0,2,4,1,1,275,0,0,7,2006,137000
817,0,8,2002,386,350,1689,1,2,0,3,7,2,3,857,150,59,7,2008,271000
818,80,6,1971,297,506,1052,1,1,0,3,6,0,2,440,0,0,6,2010,155000
819,44,7,2010,13,625,1358,1,2,0,2,6,1,2,484,192,35,6,2010,224000
820,72,7,2003,8,798,798,0,2,1,3,6,0,2,595,0,45,6,2008,183000
821,60,4,1953,8,936,936,0,1,0,2,4,0,2,576,0,32,2,2009,93000
822,0,7,2003,8,847,847,0,2,1,3,7,1,2,433,100,48,10,2007,225000
823,60,6,1950,8,778,944,0,2,0,3,7,1,1,240,335,0,7,2009,139500
824,81,8,2006,8,1489,1489,0,2,0,3,7,1,2,776,0,140,6,2006,232600
825,114,10,2008,430,442,2084,1,2,0,2,7,1,3,1220,188,45,6,2008,385000
826,50,5,1950,431,0,784,1,1,0,2,5,0,0,0,0,0,5,2008,109500
827,65,7,2001,386,1434,1434,0,2,0,3,6,1,2,527,290,39,4,2009,189000
828,0,5,1967,432,0,1160,0,2,1,3,7,0,2,538,486,0,6,2009,185000
829,24,7,2005,8,600,520,0,2,1,2,4,0,2,480,0,166,7,2006,147400
830,80,6,1957,433,352,1392,1,1,1,3,6,2,2,458,0,0,6,2008,166000
831,30,7,2005,8,600,520,0,2,1,2,4,0,2,480,0,166,6,2006,151000
832,44,7,2003,434,458,941,1,2,1,3,7,1,2,613,192,39,1,2010,237000
833,100,6,1964,435,975,1516,0,1,1,3,6,0,2,472,0,0,2,2009,167000
834,75,5,1961,436,572,1144,1,1,0,3,6,0,2,456,0,0,9,2008,139950
835,60,4,1995,335,625,1067,0,2,0,2,4,0,2,436,290,0,2,2010,128000
836,90,5,1973,437,1221,1559,1,1,0,2,5,0,2,812,0,116,6,2007,153500
837,21,6,1973,438,153,483,1,1,1,2,5,0,1,264,0,0,11,2008,100000
838,75,5,2006,8,1099,1099,0,1,1,3,6,0,1,352,278,0,6,2008,144000
839,70,5,1995,118,416,768,0,1,0,3,6,0,1,240,0,0,5,2008,130500
840,0,6,1950,439,516,810,0,2,0,4,7,0,1,400,0,0,3,2008,140000
841,60,5,2002,8,650,958,0,2,0,3,8,1,2,686,70,78,6,2008,157500
842,82,6,1966,132,276,1165,1,1,1,3,6,0,2,490,0,129,5,2008,174900
843,80,5,1961,8,1800,1800,0,2,0,6,10,0,0,0,0,0,7,2007,141000
844,100,5,1950,8,876,876,0,1,1,4,7,1,3,720,418,0,6,2008,153900
845,0,5,1981,563,0,1701,1,2,0,3,6,2,2,611,0,0,1,2007,171000
846,75,7,1993,441,227,1006,1,2,1,3,7,1,2,425,234,72,7,2009,213000
847,36,5,1972,442,404,864,1,1,0,3,5,1,1,338,0,0,8,2009,133500
848,75,6,1997,8,907,1307,0,3,0,5,10,1,2,360,486,40,9,2008,240000
849,80,6,1994,8,528,1094,0,2,1,3,7,1,2,512,113,100,8,2007,187000
850,36,6,2003,469,189,848,1,1,0,1,3,0,2,420,140,0,11,2007,131500
851,0,8,2003,8,1273,1456,0,2,0,2,7,1,2,400,143,20,5,2006,215000
852,53,7,1950,444,554,918,0,2,0,4,7,2,1,240,0,0,8,2007,164000
853,0,6,1964,445,563,1445,0,1,1,3,7,1,2,645,180,0,8,2009,158000
854,102,5,1974,446,372,1779,1,1,1,3,6,1,2,454,0,418,7,2006,170000
855,0,5,2010,469,381,1040,1,1,1,3,6,0,1,260,0,104,4,2010,127000
856,0,6,1978,447,0,1026,1,1,0,3,5,0,2,576,0,0,10,2008,147000
857,65,6,1995,8,702,702,0,2,1,3,6,1,2,343,0,36,3,2009,174000
858,80,7,1976,8,1090,1370,0,2,0,3,6,1,2,479,0,0,6,2009,152000
859,0,6,1984,508,435,1512,1,2,1,4,9,1,2,619,0,65,8,2006,250000
860,55,7,1998,8,912,912,0,1,1,3,7,1,1,216,0,240,6,2007,189950
861,75,5,1965,183,198,1039,1,1,1,3,6,0,2,504,0,0,4,2010,131500
862,81,6,1985,437,702,1097,0,2,0,3,6,0,2,480,0,0,5,2010,152000
863,70,5,1959,395,0,1148,1,1,0,3,6,0,1,672,0,0,7,2009,132500
864,72,7,2008,8,1372,1372,0,2,0,3,6,0,2,529,0,140,5,2008,250580
865,0,5,1970,615,174,1002,1,1,0,3,5,0,2,902,0,0,8,2009,148500
866,67,8,2007,8,1638,1646,0,2,0,3,6,1,3,870,192,80,11,2007,248900
867,85,4,1961,448,108,1120,1,1,1,3,5,0,2,544,168,0,5,2007,129000
868,0,5,1950,8,0,1547,0,2,0,2,7,1,2,672,120,144,5,2006,169000
869,80,7,1994,449,300,1062,1,2,1,3,8,1,2,574,156,90,6,2010,236000
870,60,5,1962,8,894,894,0,1,0,2,5,0,1,308,0,0,8,2009,109500
871,70,6,1998,447,299,804,0,2,1,3,7,0,2,523,0,77,6,2010,200500
872,74,5,1996,8,105,910,0,1,0,3,5,0,2,414,196,0,10,2008,116000
873,60,5,1950,483,457,1036,0,1,0,3,6,1,1,288,0,28,9,2009,133000
874,52,5,1950,8,676,676,0,1,1,3,5,0,1,200,26,0,8,2009,66500
875,75,8,2007,450,1120,1184,0,2,1,4,11,1,2,550,208,364,8,2007,303477
876,94,4,1963,451,431,1040,1,1,0,3,5,0,2,648,0,0,1,2007,132250
877,74,9,2005,452,292,1462,1,2,1,4,10,1,3,738,184,0,6,2009,350000
